initial_samples sample height tube remaining_vol
45 4 16.09 1 910.0
45 5 15.71 1 890.0
45 6 15.34 1 870.0
45 7 14.97 1 850.0
45 8 14.59 1 830.0
45 9 14.22 1 810.0
45 10 13.84 1 790.0
45 11 13.47 1 770.0
45 12 13.09 1 750.0
45 13 12.72 1 730.0
45 14 12.35 1 710.0
45 15 11.97 1 690.0
45 16 11.6 1 670.0
45 17 11.22 1 650.0
45 18 10.85 1 630.0
45 19 10.48 1 610.0
45 20 10.1 1 590.0
45 21 9.73 1 570.0
45 22 9.35 1 550.0
45 23 8.98 1 530.0
45 24 8.61 1 510.0
45 25 8.23 1 490.0
45 26 7.86 1 470.0
45 27 7.48 1 450.0
45 28 7.11 1 430.0
45 29 6.73 1 410.0
45 30 6.36 1 390.0
45 31 5.99 1 370.0
45 32 5.61 1 350.0
45 33 5.24 1 330.0
45 34 4.86 1 310.0
45 35 4.49 1 290.0
45 36 4.12 1 270.0
45 37 3.74 1 250.0
45 38 3.37 1 230.0
45 39 2.99 1 210.0
45 40 2.62 1 190.0
45 41 2.24 1 170.0
45 42 1.87 1 150.0
45 43 1.5 1 130.0
45 44 1.12 1 110.0
45 45 0.75 1 90.0
46 1 17.62 1 992.0
46 2 17.25 1 972.0
46 3 16.87 1 952.0
46 4 16.5 1 932.0
46 5 16.13 1 912.0
46 6 15.75 1 892.0
46 7 15.38 1 872.0
46 8 15.0 1 852.0
46 9 14.63 1 832.0
46 10 14.25 1 812.0
46 11 13.88 1 792.0
46 12 13.51 1 772.0
46 13 13.13 1 752.0
46 14 12.76 1 732.0
46 15 12.38 1 712.0
46 16 12.01 1 692.0
46 17 11.64 1 672.0
46 18 11.26 1 652.0
46 19 10.89 1 632.0
46 20 10.51 1 612.0
46 21 10.14 1 592.0
46 22 9.77 1 572.0
46 23 9.39 1 552.0
46 24 9.02 1 532.0
46 25 8.64 1 512.0
46 26 8.27 1 492.0
46 27 7.89 1 472.0
46 28 7.52 1 452.0
46 29 7.15 1 432.0
46 30 6.77 1 412.0
46 31 6.4 1 392.0
46 32 6.02 1 372.0
46 33 5.65 1 352.0
46 34 5.28 1 332.0
46 35 4.9 1 312.0
46 36 4.53 1 292.0
46 37 4.15 1 272.0
46 38 3.78 1 252.0
46 39 3.4 1 232.0
46 40 3.03 1 212.0
46 41 2.66 1 192.0
46 42 2.28 1 172.0
46 43 1.91 1 152.0
46 44 1.53 1 132.0
46 45 1.16 1 112.0
46 46 0.79 1 92.0
47 1 18.03 1 1014.0
47 2 17.66 1 994.0
47 3 17.29 1 974.0
47 4 16.91 1 954.0
47 5 16.54 1 934.0
47 6 16.16 1 914.0
47 7 15.79 1 894.0
47 8 15.41 1 874.0
47 9 15.04 1 854.0
47 10 14.67 1 834.0
47 11 14.29 1 814.0
47 12 13.92 1 794.0
47 13 13.54 1 774.0
47 14 13.17 1 754.0
47 15 12.8 1 734.0
47 16 12.42 1 714.0
47 17 12.05 1 694.0
47 18 11.67 1 674.0
47 19 11.3 1 654.0
47 20 10.92 1 634.0
47 21 10.55 1 614.0
47 22 10.18 1 594.0
47 23 9.8 1 574.0
47 24 9.43 1 554.0
47 25 9.05 1 534.0
47 26 8.68 1 514.0
47 27 8.31 1 494.0
47 28 7.93 1 474.0
47 29 7.56 1 454.0
47 30 7.18 1 434.0
47 31 6.81 1 414.0
47 32 6.44 1 394.0
47 33 6.06 1 374.0
47 34 5.69 1 354.0
47 35 5.31 1 334.0
47 36 4.94 1 314.0
47 37 4.56 1 294.0
47 38 4.19 1 274.0
47 39 3.82 1 254.0
47 40 3.44 1 234.0
47 41 3.07 1 214.0
47 42 2.69 1 194.0
47 43 2.32 1 174.0
47 44 1.95 1 154.0
47 45 1.57 1 134.0
47 46 1.2 1 114.0
47 47 0.82 1 94.0
48 1 18.45 1 1036.0
48 2 18.07 1 1016.0
48 3 17.7 1 996.0
48 4 17.32 1 976.0
48 5 16.95 1 956.0
48 6 16.57 1 936.0
48 7 16.2 1 916.0
48 8 15.83 1 896.0
48 9 15.45 1 876.0
48 10 15.08 1 856.0
48 11 14.7 1 836.0
48 12 14.33 1 816.0
48 13 13.96 1 796.0
48 14 13.58 1 776.0
48 15 13.21 1 756.0
48 16 12.83 1 736.0
48 17 12.46 1 716.0
48 18 12.08 1 696.0
48 19 11.71 1 676.0
48 20 11.34 1 656.0
48 21 10.96 1 636.0
48 22 10.59 1 616.0
48 23 10.21 1 596.0
48 24 9.84 1 576.0
48 25 9.47 1 556.0
48 26 9.09 1 536.0
48 27 8.72 1 516.0
48 28 8.34 1 496.0
48 29 7.97 1 476.0
48 30 7.6 1 456.0
48 31 7.22 1 436.0
48 32 6.85 1 416.0
48 33 6.47 1 396.0
48 34 6.1 1 376.0
48 35 5.72 1 356.0
48 36 5.35 1 336.0
48 37 4.98 1 316.0
48 38 4.6 1 296.0
48 39 4.23 1 276.0
48 40 3.85 1 256.0
48 41 3.48 1 236.0
48 42 3.11 1 216.0
48 43 2.73 1 196.0
48 44 2.36 1 176.0
48 45 1.98 1 156.0
48 46 1.61 1 136.0
48 47 1.23 1 116.0
48 48 0.86 1 96.0
49 1 18.86 1 1058.0
49 2 18.48 1 1038.0
49 3 18.11 1 1018.0
49 4 17.73 1 998.0
49 5 17.36 1 978.0
49 6 16.99 1 958.0
49 7 16.61 1 938.0
49 8 16.24 1 918.0
49 9 15.86 1 898.0
49 10 15.49 1 878.0
49 11 15.12 1 858.0
49 12 14.74 1 838.0
49 13 14.37 1 818.0
49 14 13.99 1 798.0
49 15 13.62 1 778.0
49 16 13.24 1 758.0
49 17 12.87 1 738.0
49 18 12.5 1 718.0
49 19 12.12 1 698.0
49 20 11.75 1 678.0
49 21 11.37 1 658.0
49 22 11.0 1 638.0
49 23 10.63 1 618.0
49 24 10.25 1 598.0
49 25 9.88 1 578.0
49 26 9.5 1 558.0
49 27 9.13 1 538.0
49 28 8.75 1 518.0
49 29 8.38 1 498.0
49 30 8.01 1 478.0
49 31 7.63 1 458.0
49 32 7.26 1 438.0
49 33 6.88 1 418.0
49 34 6.51 1 398.0
49 35 6.14 1 378.0
49 36 5.76 1 358.0
49 37 5.39 1 338.0
49 38 5.01 1 318.0
49 39 4.64 1 298.0
49 40 4.27 1 278.0
49 41 3.89 1 258.0
49 42 3.52 1 238.0
49 43 3.14 1 218.0
49 44 2.77 1 198.0
49 45 2.39 1 178.0
49 46 2.02 1 158.0
49 47 1.65 1 138.0
49 48 1.27 1 118.0
49 49 0.9 1 98.0
50 1 19.27 1 1080.0
50 2 18.89 1 1060.0
50 3 18.52 1 1040.0
50 4 18.15 1 1020.0
50 5 17.77 1 1000.0
50 6 17.4 1 980.0
50 7 17.02 1 960.0
50 8 16.65 1 940.0
50 9 16.28 1 920.0
50 10 15.9 1 900.0
50 11 15.53 1 880.0
50 12 15.15 1 860.0
50 13 14.78 1 840.0
50 14 14.4 1 820.0
50 15 14.03 1 800.0
50 16 13.66 1 780.0
50 17 13.28 1 760.0
50 18 12.91 1 740.0
50 19 12.53 1 720.0
50 20 12.16 1 700.0
50 21 11.79 1 680.0
50 22 11.41 1 660.0
50 23 11.04 1 640.0
50 24 10.66 1 620.0
50 25 10.29 1 600.0
50 26 9.91 1 580.0
50 27 9.54 1 560.0
50 28 9.17 1 540.0
50 29 8.79 1 520.0
50 30 8.42 1 500.0
50 31 8.04 1 480.0
50 32 7.67 1 460.0
50 33 7.3 1 440.0
50 34 6.92 1 420.0
50 35 6.55 1 400.0
50 36 6.17 1 380.0
50 37 5.8 1 360.0
50 38 5.43 1 340.0
50 39 5.05 1 320.0
50 40 4.68 1 300.0
50 41 4.3 1 280.0
50 42 3.93 1 260.0
50 43 3.55 1 240.0
50 44 3.18 1 220.0
50 45 2.81 1 200.0
50 46 2.43 1 180.0
50 47 2.06 1 160.0
50 48 1.68 1 140.0
50 49 1.31 1 120.0
50 50 0.94 1 100.0
51 1 19.68 1 1102.0
51 2 19.31 1 1082.0
51 3 18.93 1 1062.0
51 4 18.56 1 1042.0
51 5 18.18 1 1022.0
51 6 17.81 1 1002.0
51 7 17.43 1 982.0
51 8 17.06 1 962.0
51 9 16.69 1 942.0
51 10 16.31 1 922.0
51 11 15.94 1 902.0
51 12 15.56 1 882.0
51 13 15.19 1 862.0
51 14 14.82 1 842.0
51 15 14.44 1 822.0
51 16 14.07 1 802.0
51 17 13.69 1 782.0
51 18 13.32 1 762.0
51 19 12.95 1 742.0
51 20 12.57 1 722.0
51 21 12.2 1 702.0
51 22 11.82 1 682.0
51 23 11.45 1 662.0
51 24 11.07 1 642.0
51 25 10.7 1 622.0
51 26 10.33 1 602.0
51 27 9.95 1 582.0
51 28 9.58 1 562.0
51 29 9.2 1 542.0
51 30 8.83 1 522.0
51 31 8.46 1 502.0
51 32 8.08 1 482.0
51 33 7.71 1 462.0
51 34 7.33 1 442.0
51 35 6.96 1 422.0
51 36 6.58 1 402.0
51 37 6.21 1 382.0
51 38 5.84 1 362.0
51 39 5.46 1 342.0
51 40 5.09 1 322.0
51 41 4.71 1 302.0
51 42 4.34 1 282.0
51 43 3.97 1 262.0
51 44 3.59 1 242.0
51 45 3.22 1 222.0
51 46 2.84 1 202.0
51 47 2.47 1 182.0
51 48 2.1 1 162.0
51 49 1.72 1 142.0
51 50 1.35 1 122.0
51 51 0.97 1 102.0
52 1 20.09 1 1124.0
52 2 19.72 1 1104.0
52 3 19.34 1 1084.0
52 4 18.97 1 1064.0
52 5 18.59 1 1044.0
52 6 18.22 1 1024.0
52 7 17.85 1 1004.0
52 8 17.47 1 984.0
52 9 17.1 1 964.0
52 10 16.72 1 944.0
52 11 16.35 1 924.0
52 12 15.98 1 904.0
52 13 15.6 1 884.0
52 14 15.23 1 864.0
52 15 14.85 1 844.0
52 16 14.48 1 824.0
52 17 14.11 1 804.0
52 18 13.73 1 784.0
52 19 13.36 1 764.0
52 20 12.98 1 744.0
52 21 12.61 1 724.0
52 22 12.23 1 704.0
52 23 11.86 1 684.0
52 24 11.49 1 664.0
52 25 11.11 1 644.0
52 26 10.74 1 624.0
52 27 10.36 1 604.0
52 28 9.99 1 584.0
52 29 9.62 1 564.0
52 30 9.24 1 544.0
52 31 8.87 1 524.0
52 32 8.49 1 504.0
52 33 8.12 1 484.0
52 34 7.74 1 464.0
52 35 7.37 1 444.0
52 36 7.0 1 424.0
52 37 6.62 1 404.0
52 38 6.25 1 384.0
52 39 5.87 1 364.0
52 40 5.5 1 344.0
52 41 5.13 1 324.0
52 42 4.75 1 304.0
52 43 4.38 1 284.0
52 44 4.0 1 264.0
52 45 3.63 1 244.0
52 46 3.26 1 224.0
52 47 2.88 1 204.0
52 48 2.51 1 184.0
52 49 2.13 1 164.0
52 50 1.76 1 144.0
52 51 1.38 1 124.0
52 52 1.01 1 104.0
53 1 20.5 1 1146.0
53 2 20.13 1 1126.0
53 3 19.75 1 1106.0
53 4 19.38 1 1086.0
53 5 19.01 1 1066.0
53 6 18.63 1 1046.0
53 7 18.26 1 1026.0
53 8 17.88 1 1006.0
53 9 17.51 1 986.0
53 10 17.14 1 966.0
53 11 16.76 1 946.0
53 12 16.39 1 926.0
53 13 16.01 1 906.0
53 14 15.64 1 886.0
53 15 15.26 1 866.0
53 16 14.89 1 846.0
53 17 14.52 1 826.0
53 18 14.14 1 806.0
53 19 13.77 1 786.0
53 20 13.39 1 766.0
53 21 13.02 1 746.0
53 22 12.65 1 726.0
53 23 12.27 1 706.0
53 24 11.9 1 686.0
53 25 11.52 1 666.0
53 26 11.15 1 646.0
53 27 10.78 1 626.0
53 28 10.4 1 606.0
53 29 10.03 1 586.0
53 30 9.65 1 566.0
53 31 9.28 1 546.0
53 32 8.9 1 526.0
53 33 8.53 1 506.0
53 34 8.16 1 486.0
53 35 7.78 1 466.0
53 36 7.41 1 446.0
53 37 7.03 1 426.0
53 38 6.66 1 406.0
53 39 6.29 1 386.0
53 40 5.91 1 366.0
53 41 5.54 1 346.0
53 42 5.16 1 326.0
53 43 4.79 1 306.0
53 44 4.41 1 286.0
53 45 4.04 1 266.0
53 46 3.67 1 246.0
53 47 3.29 1 226.0
53 48 2.92 1 206.0
53 49 2.54 1 186.0
53 50 2.17 1 166.0
53 51 1.8 1 146.0
53 52 1.42 1 126.0
53 53 1.05 1 106.0
54 1 20.91 1 1168.0
54 2 20.54 1 1148.0
54 3 20.17 1 1128.0
54 4 19.79 1 1108.0
54 5 19.42 1 1088.0
54 6 19.04 1 1068.0
54 7 18.67 1 1048.0
54 8 18.3 1 1028.0
54 9 17.92 1 1008.0
54 10 17.55 1 988.0
54 11 17.17 1 968.0
54 12 16.8 1 948.0
54 13 16.42 1 928.0
54 14 16.05 1 908.0
54 15 15.68 1 888.0
54 16 15.3 1 868.0
54 17 14.93 1 848.0
54 18 14.55 1 828.0
54 19 14.18 1 808.0
54 20 13.81 1 788.0
54 21 13.43 1 768.0
54 22 13.06 1 748.0
54 23 12.68 1 728.0
54 24 12.31 1 708.0
54 25 11.94 1 688.0
54 26 11.56 1 668.0
54 27 11.19 1 648.0
54 28 10.81 1 628.0
54 29 10.44 1 608.0
54 30 10.06 1 588.0
54 31 9.69 1 568.0
54 32 9.32 1 548.0
54 33 8.94 1 528.0
54 34 8.57 1 508.0
54 35 8.19 1 488.0
54 36 7.82 1 468.0
54 37 7.45 1 448.0
54 38 7.07 1 428.0
54 39 6.7 1 408.0
54 40 6.32 1 388.0
54 41 5.95 1 368.0
54 42 5.57 1 348.0
54 43 5.2 1 328.0
54 44 4.83 1 308.0
54 45 4.45 1 288.0
54 46 4.08 1 268.0
54 47 3.7 1 248.0
54 48 3.33 1 228.0
54 49 2.96 1 208.0
54 50 2.58 1 188.0
54 51 2.21 1 168.0
54 52 1.83 1 148.0
54 53 1.46 1 128.0
54 54 1.09 1 108.0
55 1 21.33 1 1190.0
55 2 20.95 1 1170.0
55 3 20.58 1 1150.0
55 4 20.2 1 1130.0
55 5 19.83 1 1110.0
55 6 19.46 1 1090.0
55 7 19.08 1 1070.0
55 8 18.71 1 1050.0
55 9 18.33 1 1030.0
55 10 17.96 1 1010.0
55 11 17.58 1 990.0
55 12 17.21 1 970.0
55 13 16.84 1 950.0
55 14 16.46 1 930.0
55 15 16.09 1 910.0
55 16 15.71 1 890.0
55 17 15.34 1 870.0
55 18 14.97 1 850.0
55 19 14.59 1 830.0
55 20 14.22 1 810.0
55 21 13.84 1 790.0
55 22 13.47 1 770.0
55 23 13.09 1 750.0
55 24 12.72 1 730.0
55 25 12.35 1 710.0
55 26 11.97 1 690.0
55 27 11.6 1 670.0
55 28 11.22 1 650.0
55 29 10.85 1 630.0
55 30 10.48 1 610.0
55 31 10.1 1 590.0
55 32 9.73 1 570.0
55 33 9.35 1 550.0
55 34 8.98 1 530.0
55 35 8.61 1 510.0
55 36 8.23 1 490.0
55 37 7.86 1 470.0
55 38 7.48 1 450.0
55 39 7.11 1 430.0
55 40 6.73 1 410.0
55 41 6.36 1 390.0
55 42 5.99 1 370.0
55 43 5.61 1 350.0
55 44 5.24 1 330.0
55 45 4.86 1 310.0
55 46 4.49 1 290.0
55 47 4.12 1 270.0
55 48 3.74 1 250.0
55 49 3.37 1 230.0
55 50 2.99 1 210.0
55 51 2.62 1 190.0
55 52 2.24 1 170.0
55 53 1.87 1 150.0
55 54 1.5 1 130.0
55 55 1.12 1 110.0
56 1 21.74 1 1212.0
56 2 21.36 1 1192.0
56 3 20.99 1 1172.0
56 4 20.62 1 1152.0
56 5 20.24 1 1132.0
56 6 19.87 1 1112.0
56 7 19.49 1 1092.0
56 8 19.12 1 1072.0
56 9 18.74 1 1052.0
56 10 18.37 1 1032.0
56 11 18.0 1 1012.0
56 12 17.62 1 992.0
56 13 17.25 1 972.0
56 14 16.87 1 952.0
56 15 16.5 1 932.0
56 16 16.13 1 912.0
56 17 15.75 1 892.0
56 18 15.38 1 872.0
56 19 15.0 1 852.0
56 20 14.63 1 832.0
56 21 14.25 1 812.0
56 22 13.88 1 792.0
56 23 13.51 1 772.0
56 24 13.13 1 752.0
56 25 12.76 1 732.0
56 26 12.38 1 712.0
56 27 12.01 1 692.0
56 28 11.64 1 672.0
56 29 11.26 1 652.0
56 30 10.89 1 632.0
56 31 10.51 1 612.0
56 32 10.14 1 592.0
56 33 9.77 1 572.0
56 34 9.39 1 552.0
56 35 9.02 1 532.0
56 36 8.64 1 512.0
56 37 8.27 1 492.0
56 38 7.89 1 472.0
56 39 7.52 1 452.0
56 40 7.15 1 432.0
56 41 6.77 1 412.0
56 42 6.4 1 392.0
56 43 6.02 1 372.0
56 44 5.65 1 352.0
56 45 5.28 1 332.0
56 46 4.9 1 312.0
56 47 4.53 1 292.0
56 48 4.15 1 272.0
56 49 3.78 1 252.0
56 50 3.4 1 232.0
56 51 3.03 1 212.0
56 52 2.66 1 192.0
56 53 2.28 1 172.0
56 54 1.91 1 152.0
56 55 1.53 1 132.0
56 56 1.16 1 112.0
57 1 22.15 1 1234.0
57 2 21.77 1 1214.0
57 3 21.4 1 1194.0
57 4 21.03 1 1174.0
57 5 20.65 1 1154.0
57 6 20.28 1 1134.0
57 7 19.9 1 1114.0
57 8 19.53 1 1094.0
57 9 19.16 1 1074.0
57 10 18.78 1 1054.0
57 11 18.41 1 1034.0
57 12 18.03 1 1014.0
57 13 17.66 1 994.0
57 14 17.29 1 974.0
57 15 16.91 1 954.0
57 16 16.54 1 934.0
57 17 16.16 1 914.0
57 18 15.79 1 894.0
57 19 15.41 1 874.0
57 20 15.04 1 854.0
57 21 14.67 1 834.0
57 22 14.29 1 814.0
57 23 13.92 1 794.0
57 24 13.54 1 774.0
57 25 13.17 1 754.0
57 26 12.8 1 734.0
57 27 12.42 1 714.0
57 28 12.05 1 694.0
57 29 11.67 1 674.0
57 30 11.3 1 654.0
57 31 10.92 1 634.0
57 32 10.55 1 614.0
57 33 10.18 1 594.0
57 34 9.8 1 574.0
57 35 9.43 1 554.0
57 36 9.05 1 534.0
57 37 8.68 1 514.0
57 38 8.31 1 494.0
57 39 7.93 1 474.0
57 40 7.56 1 454.0
57 41 7.18 1 434.0
57 42 6.81 1 414.0
57 43 6.44 1 394.0
57 44 6.06 1 374.0
57 45 5.69 1 354.0
57 46 5.31 1 334.0
57 47 4.94 1 314.0
57 48 4.56 1 294.0
57 49 4.19 1 274.0
57 50 3.82 1 254.0
57 51 3.44 1 234.0
57 52 3.07 1 214.0
57 53 2.69 1 194.0
57 54 2.32 1 174.0
57 55 1.95 1 154.0
57 56 1.57 1 134.0
57 57 1.2 1 114.0
58 1 22.56 1 1256.0
58 2 22.19 1 1236.0
58 3 21.81 1 1216.0
58 4 21.44 1 1196.0
58 5 21.06 1 1176.0
58 6 20.69 1 1156.0
58 7 20.32 1 1136.0
58 8 19.94 1 1116.0
58 9 19.57 1 1096.0
58 10 19.19 1 1076.0
58 11 18.82 1 1056.0
58 12 18.45 1 1036.0
58 13 18.07 1 1016.0
58 14 17.7 1 996.0
58 15 17.32 1 976.0
58 16 16.95 1 956.0
58 17 16.57 1 936.0
58 18 16.2 1 916.0
58 19 15.83 1 896.0
58 20 15.45 1 876.0
58 21 15.08 1 856.0
58 22 14.7 1 836.0
58 23 14.33 1 816.0
58 24 13.96 1 796.0
58 25 13.58 1 776.0
58 26 13.21 1 756.0
58 27 12.83 1 736.0
58 28 12.46 1 716.0
58 29 12.08 1 696.0
58 30 11.71 1 676.0
58 31 11.34 1 656.0
58 32 10.96 1 636.0
58 33 10.59 1 616.0
58 34 10.21 1 596.0
58 35 9.84 1 576.0
58 36 9.47 1 556.0
58 37 9.09 1 536.0
58 38 8.72 1 516.0
58 39 8.34 1 496.0
58 40 7.97 1 476.0
58 41 7.6 1 456.0
58 42 7.22 1 436.0
58 43 6.85 1 416.0
58 44 6.47 1 396.0
58 45 6.1 1 376.0
58 46 5.72 1 356.0
58 47 5.35 1 336.0
58 48 4.98 1 316.0
58 49 4.6 1 296.0
58 50 4.23 1 276.0
58 51 3.85 1 256.0
58 52 3.48 1 236.0
58 53 3.11 1 216.0
58 54 2.73 1 196.0
58 55 2.36 1 176.0
58 56 1.98 1 156.0
58 57 1.61 1 136.0
58 58 1.23 1 116.0
59 1 22.97 1 1278.0
59 2 22.6 1 1258.0
59 3 22.22 1 1238.0
59 4 21.85 1 1218.0
59 5 21.48 1 1198.0
59 6 21.1 1 1178.0
59 7 20.73 1 1158.0
59 8 20.35 1 1138.0
59 9 19.98 1 1118.0
59 10 19.6 1 1098.0
59 11 19.23 1 1078.0
59 12 18.86 1 1058.0
59 13 18.48 1 1038.0
59 14 18.11 1 1018.0
59 15 17.73 1 998.0
59 16 17.36 1 978.0
59 17 16.99 1 958.0
59 18 16.61 1 938.0
59 19 16.24 1 918.0
59 20 15.86 1 898.0
59 21 15.49 1 878.0
59 22 15.12 1 858.0
59 23 14.74 1 838.0
59 24 14.37 1 818.0
59 25 13.99 1 798.0
59 26 13.62 1 778.0
59 27 13.24 1 758.0
59 28 12.87 1 738.0
59 29 12.5 1 718.0
59 30 12.12 1 698.0
59 31 11.75 1 678.0
59 32 11.37 1 658.0
59 33 11.0 1 638.0
59 34 10.63 1 618.0
59 35 10.25 1 598.0
59 36 9.88 1 578.0
59 37 9.5 1 558.0
59 38 9.13 1 538.0
59 39 8.75 1 518.0
59 40 8.38 1 498.0
59 41 8.01 1 478.0
59 42 7.63 1 458.0
59 43 7.26 1 438.0
59 44 6.88 1 418.0
59 45 6.51 1 398.0
59 46 6.14 1 378.0
59 47 5.76 1 358.0
59 48 5.39 1 338.0
59 49 5.01 1 318.0
59 50 4.64 1 298.0
59 51 4.27 1 278.0
59 52 3.89 1 258.0
59 53 3.52 1 238.0
59 54 3.14 1 218.0
59 55 2.77 1 198.0
59 56 2.39 1 178.0
59 57 2.02 1 158.0
59 58 1.65 1 138.0
59 59 1.27 1 118.0
60 1 23.38 1 1300.0
60 2 23.01 1 1280.0
60 3 22.64 1 1260.0
60 4 22.26 1 1240.0
60 5 21.89 1 1220.0
60 6 21.51 1 1200.0
60 7 21.14 1 1180.0
60 8 20.76 1 1160.0
60 9 20.39 1 1140.0
60 10 20.02 1 1120.0
60 11 19.64 1 1100.0
60 12 19.27 1 1080.0
60 13 18.89 1 1060.0
60 14 18.52 1 1040.0
60 15 18.15 1 1020.0
60 16 17.77 1 1000.0
60 17 17.4 1 980.0
60 18 17.02 1 960.0
60 19 16.65 1 940.0
60 20 16.28 1 920.0
60 21 15.9 1 900.0
60 22 15.53 1 880.0
60 23 15.15 1 860.0
60 24 14.78 1 840.0
60 25 14.4 1 820.0
60 26 14.03 1 800.0
60 27 13.66 1 780.0
60 28 13.28 1 760.0
60 29 12.91 1 740.0
60 30 12.53 1 720.0
60 31 12.16 1 700.0
60 32 11.79 1 680.0
60 33 11.41 1 660.0
60 34 11.04 1 640.0
60 35 10.66 1 620.0
60 36 10.29 1 600.0
60 37 9.91 1 580.0
60 38 9.54 1 560.0
60 39 9.17 1 540.0
60 40 8.79 1 520.0
60 41 8.42 1 500.0
60 42 8.04 1 480.0
60 43 7.67 1 460.0
60 44 7.3 1 440.0
60 45 6.92 1 420.0
60 46 6.55 1 400.0
60 47 6.17 1 380.0
60 48 5.8 1 360.0
60 49 5.43 1 340.0
60 50 5.05 1 320.0
60 51 4.68 1 300.0
60 52 4.3 1 280.0
60 53 3.93 1 260.0
60 54 3.55 1 240.0
60 55 3.18 1 220.0
60 56 2.81 1 200.0
60 57 2.43 1 180.0
60 58 2.06 1 160.0
60 59 1.68 1 140.0
60 60 1.31 1 120.0
61 1 23.8 1 1322.0
61 2 23.42 1 1302.0
61 3 23.05 1 1282.0
61 4 22.67 1 1262.0
61 5 22.3 1 1242.0
61 6 21.92 1 1222.0
61 7 21.55 1 1202.0
61 8 21.18 1 1182.0
61 9 20.8 1 1162.0
61 10 20.43 1 1142.0
61 11 20.05 1 1122.0
61 12 19.68 1 1102.0
61 13 19.31 1 1082.0
61 14 18.93 1 1062.0
61 15 18.56 1 1042.0
61 16 18.18 1 1022.0
61 17 17.81 1 1002.0
61 18 17.43 1 982.0
61 19 17.06 1 962.0
61 20 16.69 1 942.0
61 21 16.31 1 922.0
61 22 15.94 1 902.0
61 23 15.56 1 882.0
61 24 15.19 1 862.0
61 25 14.82 1 842.0
61 26 14.44 1 822.0
61 27 14.07 1 802.0
61 28 13.69 1 782.0
61 29 13.32 1 762.0
61 30 12.95 1 742.0
61 31 12.57 1 722.0
61 32 12.2 1 702.0
61 33 11.82 1 682.0
61 34 11.45 1 662.0
61 35 11.07 1 642.0
61 36 10.7 1 622.0
61 37 10.33 1 602.0
61 38 9.95 1 582.0
61 39 9.58 1 562.0
61 40 9.2 1 542.0
61 41 8.83 1 522.0
61 42 8.46 1 502.0
61 43 8.08 1 482.0
61 44 7.71 1 462.0
61 45 7.33 1 442.0
61 46 6.96 1 422.0
61 47 6.58 1 402.0
61 48 6.21 1 382.0
61 49 5.84 1 362.0
61 50 5.46 1 342.0
61 51 5.09 1 322.0
61 52 4.71 1 302.0
61 53 4.34 1 282.0
61 54 3.97 1 262.0
61 55 3.59 1 242.0
61 56 3.22 1 222.0
61 57 2.84 1 202.0
61 58 2.47 1 182.0
61 59 2.1 1 162.0
61 60 1.72 1 142.0
61 61 1.35 1 122.0
62 1 24.21 1 1344.0
62 2 23.83 1 1324.0
62 3 23.46 1 1304.0
62 4 23.08 1 1284.0
62 5 22.71 1 1264.0
62 6 22.34 1 1244.0
62 7 21.96 1 1224.0
62 8 21.59 1 1204.0
62 9 21.21 1 1184.0
62 10 20.84 1 1164.0
62 11 20.47 1 1144.0
62 12 20.09 1 1124.0
62 13 19.72 1 1104.0
62 14 19.34 1 1084.0
62 15 18.97 1 1064.0
62 16 18.59 1 1044.0
62 17 18.22 1 1024.0
62 18 17.85 1 1004.0
62 19 17.47 1 984.0
62 20 17.1 1 964.0
62 21 16.72 1 944.0
62 22 16.35 1 924.0
62 23 15.98 1 904.0
62 24 15.6 1 884.0
62 25 15.23 1 864.0
62 26 14.85 1 844.0
62 27 14.48 1 824.0
62 28 14.11 1 804.0
62 29 13.73 1 784.0
62 30 13.36 1 764.0
62 31 12.98 1 744.0
62 32 12.61 1 724.0
62 33 12.23 1 704.0
62 34 11.86 1 684.0
62 35 11.49 1 664.0
62 36 11.11 1 644.0
62 37 10.74 1 624.0
62 38 10.36 1 604.0
62 39 9.99 1 584.0
62 40 9.62 1 564.0
62 41 9.24 1 544.0
62 42 8.87 1 524.0
62 43 8.49 1 504.0
62 44 8.12 1 484.0
62 45 7.74 1 464.0
62 46 7.37 1 444.0
62 47 7.0 1 424.0
62 48 6.62 1 404.0
62 49 6.25 1 384.0
62 50 5.87 1 364.0
62 51 5.5 1 344.0
62 52 5.13 1 324.0
62 53 4.75 1 304.0
62 54 4.38 1 284.0
62 55 4.0 1 264.0
62 56 3.63 1 244.0
62 57 3.26 1 224.0
62 58 2.88 1 204.0
62 59 2.51 1 184.0
62 60 2.13 1 164.0
62 61 1.76 1 144.0
62 62 1.38 1 124.0
63 1 24.62 1 1366.0
63 2 24.24 1 1346.0
63 3 23.87 1 1326.0
63 4 23.5 1 1306.0
63 5 23.12 1 1286.0
63 6 22.75 1 1266.0
63 7 22.37 1 1246.0
63 8 22.0 1 1226.0
63 9 21.63 1 1206.0
63 10 21.25 1 1186.0
63 11 20.88 1 1166.0
63 12 20.5 1 1146.0
63 13 20.13 1 1126.0
63 14 19.75 1 1106.0
63 15 19.38 1 1086.0
63 16 19.01 1 1066.0
63 17 18.63 1 1046.0
63 18 18.26 1 1026.0
63 19 17.88 1 1006.0
63 20 17.51 1 986.0
63 21 17.14 1 966.0
63 22 16.76 1 946.0
63 23 16.39 1 926.0
63 24 16.01 1 906.0
63 25 15.64 1 886.0
63 26 15.26 1 866.0
